Date,Category,Amount,Payment Method,Description
12-04-2023,Expense,155,Bkash,Rent 
28-01-2024,Income,837,Cash,Rent 
08-11-2024,Expense,634,Credit Card,Transfer 
13-11-2023,Income,735,Credit Card,Groceries 
20-10-2023,Income,236,Nagad,Shopping 
23-04-2024,Income,714,Cash,Transfer 
02-06-2024,Expense,597,Nagad,Salary 
18-11-2023,Expense,595,Cash,Salary 
22-08-2024,Expense,495,Cash,Shopping 
22-03-2023,Income,192,Cash,Groceries 
05-02-2023,Income,425,Nagad,Shopping 
02-10-2024,Income,462,Credit Card,Salary 
18-08-2024,Expense,147,Credit Card,Salary 
19-07-2023,Income,440,Nagad,Shopping 
06-10-2024,Income,272,Credit Card,Rent 
22-01-2024,Expense,308,Bkash,Groceries 
18-02-2024,Expense,549,Nagad,Salary 
15-08-2024,Expense,305,Cash,Groceries 
01-08-2023,Expense,849,Cash,Salary 
01-03-2024,Income,892,Bkash,Transfer 
11-07-2023,Expense,109,Bkash,Transfer 
16-12-2024,Income,332,Credit Card,Shopping 
21-05-2024,Income,338,Cash,Shopping 
08-02-2024,Expense,795,Nagad,Salary 
08-05-2024,Income,413,Bkash,Salary 
08-09-2024,Expense,723,Nagad,Transfer 
21-04-2023,Income,309,Cash,Rent 
11-08-2023,Expense,706,Bkash,Transfer 
14-08-2023,Income,345,Nagad,Salary 
21-07-2023,Expense,299,Bkash,Rent 
12-04-2024,Expense,185,Bkash,Rent 
07-02-2023,Expense,549,Credit Card,Salary 
21-10-2023,Income,402,Credit Card,Groceries 
20-04-2024,Income,616,Bkash,Shopping 
02-11-2024,Income,261,Cash,Rent 
11-09-2023,Expense,722,Cash,Shopping 
05-01-2023,Income,134,Cash,Salary 
06-11-2023,Income,668,Credit Card,Groceries 
28-04-2023,Expense,273,Bkash,Transfer 
05-05-2023,Expense,332,Cash,Salary 
11-09-2023,Expense,962,Bkash,Salary 
25-06-2023,Expense,826,Bkash,Rent 
09-07-2024,Income,420,Nagad,Shopping 
25-05-2023,Expense,975,Bkash,Transfer 
28-07-2024,Income,510,Bkash,Shopping 
27-09-2023,Expense,968,Bkash,Rent 
10-01-2023,Income,565,Bkash,Transfer 
14-08-2024,Income,614,Nagad,Transfer 
27-04-2023,Expense,666,Nagad,Groceries 
06-08-2024,Expense,506,Cash,Shopping 
11-08-2023,Expense,602,Bkash,Groceries 
07-05-2024,Expense,322,Nagad,Salary 
22-04-2023,Expense,819,Cash,Shopping 
10-02-2023,Income,742,Nagad,Groceries 
16-10-2023,Expense,157,Credit Card,Groceries 
03-05-2024,Income,606,Nagad,Rent 
28-04-2024,Expense,843,Bkash,Shopping 
22-03-2023,Expense,549,Bkash,Groceries 
23-05-2023,Expense,202,Nagad,Rent 
22-09-2023,Expense,541,Cash,Groceries 
14-05-2023,Income,317,Bkash,Transfer 
18-02-2024,Expense,986,Bkash,Transfer 
27-08-2024,Expense,393,Credit Card,Shopping 
04-08-2023,Income,825,Bkash,Salary 
10-07-2024,Expense,277,Credit Card,Groceries 
15-03-2024,Expense,666,Credit Card,Shopping 
14-11-2024,Expense,337,Bkash,Rent 
07-07-2024,Income,426,Credit Card,Salary 
09-11-2023,Income,605,Credit Card,Shopping 
03-08-2023,Expense,400,Credit Card,Transfer 
21-05-2023,Income,399,Bkash,Transfer 
28-04-2024,Expense,190,Credit Card,Rent 
21-04-2023,Expense,532,Credit Card,Shopping 
04-06-2024,Income,962,Cash,Shopping 
27-01-2024,Expense,889,Cash,Transfer 
25-11-2024,Income,419,Nagad,Salary 
01-05-2023,Expense,851,Nagad,Transfer 
14-09-2023,Income,338,Bkash,Salary 
25-12-2023,Income,171,Nagad,Shopping 
05-02-2024,Income,391,Bkash,Rent 
07-02-2024,Income,720,Nagad,Rent 
16-02-2024,Expense,399,Nagad,Shopping 
12-04-2023,Expense,618,Cash,Shopping 
28-11-2024,Expense,433,Credit Card,Transfer 
10-11-2024,Expense,303,Cash,Transfer 
18-04-2024,Expense,432,Bkash,Salary 
24-05-2023,Income,830,Nagad,Shopping 
22-10-2024,Expense,865,Bkash,Rent 
15-01-2024,Expense,984,Bkash,Transfer 
10-10-2024,Income,676,Nagad,Salary 
17-08-2023,Income,316,Nagad,Groceries 
09-01-2024,Income,497,Credit Card,Shopping 
07-02-2023,Expense,185,Bkash,Shopping 
07-08-2024,Expense,362,Bkash,Transfer 
03-07-2024,Expense,569,Cash,Shopping 
16-01-2024,Expense,757,Credit Card,Salary 
09-10-2023,Income,128,Cash,Salary 
10-02-2023,Expense,464,Bkash,Groceries 
10-05-2023,Income,420,Cash,Transfer 
20-10-2024,Income,361,Nagad,Rent 
06-10-2023,Income,500,Nagad,Salary 
12-06-2023,Expense,525,Bkash,Groceries 
21-01-2024,Income,981,Credit Card,Rent 
02-06-2024,Expense,711,Bkash,Shopping 
28-09-2024,Expense,935,Cash,Shopping 
17-11-2024,Expense,737,Nagad,Shopping 
09-04-2023,Income,486,Cash,Shopping 
04-12-2024,Expense,994,Bkash,Salary 
18-12-2024,Expense,996,Credit Card,Salary 
24-04-2024,Expense,778,Nagad,Shopping 
04-04-2024,Income,388,Nagad,Shopping 
03-01-2023,Expense,787,Nagad,Rent 
01-01-2024,Expense,374,Credit Card,Rent 
10-02-2024,Income,476,Credit Card,Salary 
17-01-2023,Expense,799,Cash,Salary 
01-06-2024,Income,139,Bkash,Salary 
25-04-2023,Income,212,Nagad,Shopping 
07-05-2024,Income,439,Credit Card,Shopping 
23-05-2023,Income,485,Nagad,Salary 
19-08-2023,Expense,763,Bkash,Salary 
03-06-2023,Income,962,Credit Card,Transfer 
14-12-2023,Income,598,Credit Card,Groceries 
21-07-2024,Income,552,Nagad,Rent 
05-11-2023,Income,523,Nagad,Rent 
14-12-2024,Income,961,Credit Card,Rent 
16-06-2024,Expense,550,Nagad,Rent 
25-12-2023,Income,646,Nagad,Groceries 
11-02-2024,Expense,923,Credit Card,Transfer 
17-12-2024,Income,600,Credit Card,Salary 
09-04-2024,Expense,447,Credit Card,Rent 
23-06-2024,Expense,351,Bkash,Groceries 
16-09-2023,Expense,204,Credit Card,Rent 
15-06-2023,Expense,800,Credit Card,Salary 
19-05-2023,Income,261,Cash,Shopping 
07-04-2023,Income,723,Cash,Groceries 
17-09-2024,Income,914,Bkash,Rent 
13-08-2023,Expense,810,Credit Card,Transfer 
13-07-2024,Income,139,Credit Card,Salary 
23-07-2023,Expense,398,Cash,Groceries 
28-08-2024,Income,723,Bkash,Groceries 
23-07-2023,Income,372,Credit Card,Salary 
11-05-2023,Expense,556,Bkash,Transfer 
28-08-2023,Expense,528,Bkash,Transfer 
20-01-2023,Expense,343,Credit Card,Groceries 
26-05-2023,Income,742,Credit Card,Transfer 
25-09-2024,Income,593,Credit Card,Transfer 
11-05-2024,Expense,204,Bkash,Transfer 
08-04-2024,Income,197,Nagad,Groceries 
03-04-2023,Income,790,Credit Card,Groceries 
15-08-2024,Income,436,Nagad,Rent 
08-11-2024,Income,247,Cash,Groceries 
10-08-2023,Expense,310,Nagad,Transfer 
04-07-2023,Income,283,Credit Card,Groceries 
17-07-2024,Income,998,Credit Card,Transfer 
02-06-2023,Income,466,Credit Card,Rent 
16-12-2023,Income,737,Cash,Rent 
20-07-2024,Income,640,Bkash,Rent 
20-06-2024,Expense,388,Cash,Groceries 
07-03-2024,Income,813,Bkash,Groceries 
28-08-2024,Expense,715,Cash,Shopping 
18-06-2024,Income,531,Bkash,Salary 
06-03-2024,Income,792,Bkash,Shopping 
04-05-2023,Expense,154,Nagad,Groceries 
16-04-2024,Expense,948,Nagad,Groceries 
19-12-2024,Income,964,Nagad,Salary 
21-02-2023,Expense,499,Nagad,Transfer 
13-02-2023,Income,483,Credit Card,Transfer 
24-10-2023,Expense,830,Nagad,Shopping 
08-11-2023,Income,153,Bkash,Groceries 
10-09-2023,Income,504,Nagad,Shopping 
23-08-2023,Income,715,Nagad,Shopping 
05-04-2023,Expense,458,Bkash,Salary 
26-06-2024,Income,495,Nagad,Shopping 
15-04-2024,Income,996,Bkash,Groceries 
11-04-2023,Income,292,Bkash,Rent 
13-06-2023,Income,218,Credit Card,Transfer 
02-03-2023,Income,225,Nagad,Groceries 
08-01-2023,Income,876,Bkash,Shopping 
17-05-2024,Income,147,Bkash,Shopping 
10-05-2023,Income,348,Bkash,Salary 
05-11-2024,Income,838,Nagad,Transfer 
20-07-2024,Income,210,Bkash,Shopping 
04-01-2023,Expense,585,Bkash,Groceries 
06-08-2024,Income,220,Bkash,Groceries 
12-12-2024,Income,522,Cash,Groceries 
06-12-2024,Income,902,Bkash,Salary 
17-09-2024,Income,728,Nagad,Transfer 
08-04-2024,Income,104,Credit Card,Rent 
23-11-2023,Income,162,Nagad,Shopping 
19-03-2023,Income,116,Bkash,Shopping 
14-11-2024,Expense,966,Bkash,Shopping 
12-01-2024,Expense,955,Nagad,Groceries 
21-09-2024,Income,253,Bkash,Rent 
28-04-2024,Expense,567,Nagad,Groceries 
06-07-2024,Expense,629,Credit Card,Salary 
05-03-2023,Income,564,Cash,Shopping 
22-11-2023,Expense,588,Bkash,Groceries 
02-04-2024,Income,422,Cash,Shopping 
11-03-2023,Income,225,Bkash,Rent 
08-05-2023,Income,621,Nagad,Groceries 
21-10-2024,Expense,866,Nagad,Groceries 
28-09-2024,Income,969,Bkash,Transfer 
08-01-2023,Expense,298,Nagad,Groceries 
23-10-2024,Expense,743,Bkash,Shopping 
22-08-2024,Expense,467,Nagad,Groceries 
20-02-2023,Income,140,Cash,Transfer 
16-07-2023,Income,758,Credit Card,Shopping 
23-12-2023,Income,371,Credit Card,Groceries 
28-12-2024,Income,226,Cash,Groceries 
17-06-2023,Income,819,Nagad,Salary 
25-10-2023,Income,450,Bkash,Transfer 
02-02-2024,Income,106,Bkash,Transfer 
25-08-2023,Expense,991,Credit Card,Transfer 
11-08-2023,Expense,816,Cash,Salary 
23-02-2024,Expense,407,Credit Card,Shopping 
22-07-2023,Expense,332,Credit Card,Salary 
27-03-2023,Income,537,Cash,Rent 
27-06-2024,Income,831,Cash,Rent 
02-05-2024,Expense,670,Bkash,Groceries 
01-09-2024,Expense,524,Nagad,Rent 
27-12-2023,Income,916,Nagad,Rent 
24-11-2023,Income,653,Bkash,Transfer 
23-05-2023,Expense,739,Cash,Groceries 
19-03-2024,Income,482,Nagad,Rent 
24-02-2023,Income,753,Nagad,Shopping 
02-02-2023,Income,492,Cash,Rent 
12-01-2024,Expense,982,Nagad,Shopping 
03-09-2023,Income,933,Cash,Transfer 
27-09-2023,Expense,122,Bkash,Groceries 
16-02-2023,Income,462,Bkash,Transfer 
03-01-2024,Income,162,Cash,Salary 
17-12-2024,Income,936,Cash,Salary 
21-07-2023,Expense,465,Nagad,Groceries 
17-08-2024,Income,321,Credit Card,Salary 
11-08-2024,Income,253,Nagad,Groceries 
06-04-2023,Expense,506,Credit Card,Salary 
16-09-2024,Income,957,Bkash,Rent 
17-04-2024,Income,636,Bkash,Groceries 
13-07-2023,Income,743,Cash,Groceries 
11-02-2023,Income,586,Nagad,Groceries 
05-08-2024,Expense,553,Credit Card,Groceries 
08-08-2023,Income,249,Nagad,Groceries 
18-12-2023,Income,561,Nagad,Shopping 
10-04-2024,Income,653,Nagad,Groceries 
21-12-2023,Expense,894,Cash,Transfer 
08-01-2023,Expense,231,Nagad,Salary 
08-10-2023,Expense,880,Credit Card,Transfer 
06-09-2024,Income,665,Cash,Rent 
03-06-2024,Expense,207,Credit Card,Groceries 
02-11-2024,Income,792,Bkash,Salary 
10-03-2023,Expense,229,Bkash,Salary 
04-09-2024,Income,293,Cash,Shopping 
17-12-2024,Income,458,Credit Card,Shopping 
22-03-2023,Income,955,Cash,Groceries 
09-04-2023,Income,132,Nagad,Shopping 
03-10-2023,Income,793,Nagad,Groceries 
17-12-2023,Expense,719,Cash,Shopping 
15-08-2024,Income,569,Cash,Salary 
04-01-2024,Income,375,Nagad,Salary 
22-10-2023,Expense,482,Bkash,Transfer 
27-12-2023,Expense,354,Bkash,Transfer 
13-05-2024,Expense,198,Bkash,Transfer 
18-06-2023,Income,306,Bkash,Rent 
08-09-2023,Income,908,Bkash,Groceries 
01-07-2024,Income,541,Nagad,Groceries 
16-03-2024,Income,618,Credit Card,Rent 
21-10-2024,Expense,853,Nagad,Salary 
19-10-2024,Income,114,Nagad,Salary 
05-06-2024,Income,402,Bkash,Salary 
12-03-2023,Income,469,Bkash,Groceries 
24-08-2023,Income,559,Bkash,Groceries 
22-12-2024,Expense,763,Nagad,Salary 
26-11-2023,Income,864,Credit Card,Salary 
14-12-2023,Income,671,Nagad,Shopping 
18-09-2023,Expense,181,Nagad,Shopping 
11-01-2024,Expense,534,Cash,Rent 
05-06-2023,Expense,949,Cash,Groceries 
15-12-2024,Expense,689,Credit Card,Transfer 
07-10-2024,Expense,129,Cash,Salary 
24-05-2024,Income,573,Cash,Groceries 
27-12-2024,Income,298,Cash,Salary 
26-11-2024,Income,529,Cash,Groceries 
08-07-2024,Expense,292,Credit Card,Transfer 
10-01-2024,Income,969,Credit Card,Salary 
28-02-2023,Income,486,Cash,Salary 
09-05-2024,Income,142,Cash,Shopping 
26-11-2024,Income,467,Credit Card,Groceries 
24-06-2024,Income,599,Bkash,Rent 
11-11-2023,Expense,147,Bkash,Shopping 
26-05-2023,Expense,449,Nagad,Shopping 
14-09-2024,Income,476,Cash,Shopping 
10-01-2023,Income,515,Nagad,Shopping 
03-10-2024,Income,274,Credit Card,Salary 
26-11-2024,Expense,678,Nagad,Salary 
26-10-2024,Expense,501,Bkash,Groceries 
09-09-2024,Expense,103,Bkash,Shopping 
28-08-2024,Expense,444,Nagad,Groceries 
05-02-2023,Expense,321,Nagad,Shopping 
07-11-2023,Income,946,Cash,Transfer 
07-10-2023,Expense,849,Credit Card,Salary 
27-10-2023,Expense,101,Bkash,Salary 
12-10-2024,Expense,739,Credit Card,Rent 
24-09-2023,Income,431,Cash,Salary 
16-11-2023,Expense,285,Cash,Rent 
25-09-2024,Income,610,Nagad,Salary 
18-11-2024,Expense,744,Cash,Shopping 
15-08-2023,Income,981,Bkash,Shopping 
17-10-2024,Income,184,Credit Card,Shopping 
01-02-2024,Expense,829,Credit Card,Salary 
02-11-2024,Expense,790,Credit Card,Transfer 
25-06-2023,Expense,900,Cash,Salary 
27-06-2023,Income,517,Bkash,Rent 
19-06-2023,Expense,540,Credit Card,Groceries 
07-06-2023,Income,818,Bkash,Shopping 
06-09-2023,Income,616,Credit Card,Salary 
14-03-2023,Expense,222,Bkash,Transfer 
28-06-2023,Expense,841,Cash,Salary 
11-07-2023,Expense,394,Nagad,Groceries 
28-07-2024,Income,959,Nagad,Salary 
18-09-2023,Income,684,Credit Card,Shopping 
16-11-2024,Expense,941,Cash,Groceries 
25-09-2024,Expense,400,Credit Card,Salary 
12-05-2023,Expense,101,Nagad,Salary 
24-02-2024,Income,328,Credit Card,Groceries 
28-03-2024,Expense,446,Credit Card,Transfer 
03-01-2023,Income,237,Nagad,Groceries 
15-05-2023,Income,569,Cash,Salary 
13-03-2024,Income,272,Credit Card,Shopping 
12-08-2023,Income,408,Bkash,Rent 
13-12-2023,Income,903,Bkash,Rent 
26-08-2024,Income,641,Credit Card,Shopping 
18-06-2024,Income,765,Bkash,Rent 
10-10-2023,Expense,291,Nagad,Salary 
11-06-2024,Expense,278,Bkash,Transfer 
07-02-2023,Income,352,Cash,Rent 
23-04-2024,Expense,558,Credit Card,Groceries 
06-03-2023,Income,279,Credit Card,Groceries 
18-05-2024,Income,148,Credit Card,Transfer 
15-07-2023,Expense,627,Bkash,Rent 
09-09-2023,Expense,650,Bkash,Shopping 
04-08-2024,Expense,929,Bkash,Transfer 
22-10-2024,Expense,821,Cash,Groceries 
19-03-2023,Income,456,Bkash,Rent 
17-09-2023,Expense,757,Bkash,Salary 
16-07-2024,Income,645,Nagad,Shopping 
19-09-2023,Income,618,Bkash,Transfer 
07-05-2023,Expense,501,Credit Card,Groceries 
16-07-2024,Expense,932,Bkash,Shopping 
02-06-2024,Expense,296,Credit Card,Shopping 
14-06-2024,Income,665,Nagad,Salary 
03-04-2024,Income,496,Cash,Shopping 
24-05-2023,Income,307,Credit Card,Groceries 
12-12-2023,Expense,616,Cash,Salary 
04-06-2024,Income,631,Bkash,Rent 
26-11-2024,Expense,361,Cash,Rent 
27-02-2024,Income,270,Cash,Shopping 
10-10-2024,Expense,692,Credit Card,Shopping 
20-10-2024,Income,932,Credit Card,Transfer 
04-02-2023,Income,871,Bkash,Transfer 
05-09-2024,Expense,142,Cash,Salary 
04-03-2024,Expense,312,Credit Card,Salary 
12-11-2024,Expense,368,Cash,Groceries 
08-06-2023,Expense,551,Bkash,Shopping 
01-05-2023,Expense,508,Bkash,Rent 
09-04-2024,Expense,531,Credit Card,Shopping 
06-05-2023,Income,909,Nagad,Shopping 
22-05-2023,Income,887,Bkash,Shopping 
05-08-2023,Expense,496,Nagad,Salary 
07-02-2023,Income,464,Credit Card,Rent 
09-11-2023,Expense,412,Credit Card,Rent 
08-01-2024,Income,605,Bkash,Transfer 
10-12-2023,Income,721,Bkash,Transfer 
28-07-2023,Income,441,Cash,Transfer 
03-01-2023,Expense,325,Nagad,Shopping 
01-06-2024,Expense,877,Cash,Rent 
02-06-2023,Expense,118,Credit Card,Rent 
12-09-2023,Income,877,Credit Card,Rent 
14-12-2024,Income,324,Credit Card,Transfer 
24-05-2024,Expense,593,Cash,Shopping 
01-07-2023,Income,605,Bkash,Salary 
22-07-2024,Income,314,Cash,Shopping 
23-03-2024,Income,846,Nagad,Rent 
08-06-2023,Expense,717,Cash,Rent 
05-03-2023,Expense,522,Cash,Groceries 
02-06-2024,Income,322,Cash,Salary 
06-01-2024,Income,923,Cash,Groceries 
27-09-2024,Income,742,Nagad,Transfer 
02-01-2023,Expense,390,Credit Card,Shopping 
22-11-2024,Expense,213,Credit Card,Groceries 
17-07-2023,Expense,743,Credit Card,Rent 
03-11-2024,Income,949,Bkash,Salary 
25-04-2023,Income,612,Cash,Salary 
23-03-2024,Expense,438,Nagad,Shopping 
08-05-2023,Expense,148,Bkash,Transfer 
05-07-2023,Expense,478,Credit Card,Transfer 
04-06-2024,Expense,999,Cash,Salary 
27-07-2024,Expense,566,Nagad,Transfer 
24-09-2023,Income,429,Cash,Salary 
11-01-2023,Income,449,Bkash,Rent 
03-01-2023,Expense,913,Credit Card,Groceries 
03-01-2024,Income,960,Cash,Salary 
01-11-2023,Income,515,Nagad,Transfer 
06-03-2023,Income,201,Credit Card,Groceries 
12-07-2023,Income,463,Credit Card,Salary 
11-07-2024,Income,623,Credit Card,Groceries 
21-08-2024,Income,382,Nagad,Groceries 
22-07-2024,Expense,715,Nagad,Shopping 
21-12-2024,Expense,450,Cash,Groceries 
15-12-2024,Income,610,Bkash,Shopping 
25-05-2023,Income,263,Credit Card,Shopping 
11-08-2024,Expense,753,Cash,Transfer 
01-03-2023,Income,887,Credit Card,Rent 
14-04-2023,Expense,718,Nagad,Transfer 
18-10-2023,Income,880,Nagad,Groceries 
14-05-2023,Income,267,Cash,Transfer 
18-08-2023,Expense,745,Nagad,Shopping 
19-01-2023,Expense,127,Bkash,Rent 
06-06-2023,Income,277,Cash,Shopping 
27-11-2023,Income,203,Cash,Salary 
05-12-2024,Expense,749,Nagad,Groceries 
01-09-2024,Expense,132,Cash,Groceries 
01-10-2024,Income,647,Credit Card,Rent 
04-07-2024,Income,299,Credit Card,Salary 
03-02-2023,Income,233,Credit Card,Salary 
15-02-2024,Expense,469,Cash,Salary 
10-07-2023,Income,653,Nagad,Rent 
12-07-2024,Income,793,Nagad,Salary 
02-01-2023,Expense,745,Cash,Shopping 
08-07-2024,Income,903,Bkash,Transfer 
09-09-2024,Income,828,Credit Card,Shopping 
04-08-2023,Income,249,Bkash,Transfer 
25-12-2023,Income,378,Nagad,Salary 
27-02-2023,Income,154,Nagad,Rent 
25-11-2023,Income,437,Bkash,Rent 
06-08-2023,Income,562,Nagad,Transfer 
24-05-2024,Expense,503,Credit Card,Transfer 
07-02-2024,Expense,531,Credit Card,Shopping 
05-02-2024,Income,225,Nagad,Shopping 
16-11-2024,Expense,814,Credit Card,Shopping 
06-02-2024,Income,738,Bkash,Shopping 
20-04-2023,Expense,926,Nagad,Groceries 
03-02-2024,Expense,438,Bkash,Shopping 
18-03-2024,Income,594,Bkash,Shopping 
23-04-2024,Expense,439,Bkash,Groceries 
09-06-2024,Income,651,Bkash,Groceries 
20-05-2024,Expense,471,Nagad,Shopping 
07-12-2023,Income,655,Bkash,Groceries 
21-12-2023,Expense,451,Bkash,Transfer 
17-09-2024,Income,953,Cash,Rent 
18-04-2024,Expense,629,Nagad,Salary 
26-04-2023,Income,355,Nagad,Groceries 
04-09-2023,Expense,432,Bkash,Shopping 
25-06-2023,Income,451,Credit Card,Shopping 
05-02-2024,Income,803,Nagad,Salary 
04-08-2023,Expense,634,Bkash,Groceries 
08-06-2023,Income,784,Cash,Salary 
03-09-2024,Expense,410,Credit Card,Shopping 
04-10-2023,Expense,283,Cash,Shopping 
13-06-2023,Expense,469,Bkash,Shopping 
08-12-2023,Expense,960,Credit Card,Rent 
15-05-2024,Income,878,Bkash,Transfer 
28-04-2023,Income,223,Credit Card,Rent 
19-03-2024,Income,982,Cash,Transfer 
04-12-2023,Income,248,Nagad,Groceries 
03-09-2023,Expense,433,Nagad,Rent 
24-02-2024,Income,924,Bkash,Shopping 
09-03-2023,Income,160,Cash,Transfer 
05-03-2024,Expense,700,Nagad,Salary 
16-07-2024,Income,249,Nagad,Shopping 
05-06-2024,Expense,716,Nagad,Groceries 
26-08-2024,Expense,670,Nagad,Transfer 
19-05-2023,Income,501,Bkash,Rent 
01-07-2023,Income,981,Nagad,Groceries 
08-02-2024,Income,909,Bkash,Transfer 
14-05-2024,Expense,772,Bkash,Salary 
27-05-2023,Expense,286,Bkash,Transfer 
13-11-2024,Income,236,Nagad,Groceries 
05-01-2024,Income,924,Bkash,Rent 
21-04-2023,Expense,523,Cash,Salary 
01-07-2023,Expense,204,Cash,Transfer 
16-10-2024,Income,266,Credit Card,Shopping 
18-09-2023,Income,594,Credit Card,Rent 
28-01-2024,Expense,187,Cash,Transfer 
01-07-2024,Income,801,Nagad,Salary 
27-05-2023,Expense,379,Nagad,Groceries 
07-01-2024,Income,581,Cash,Rent 
09-02-2024,Income,206,Nagad,Salary 
19-10-2024,Income,290,Credit Card,Salary 
27-03-2024,Expense,193,Credit Card,Shopping 
12-02-2023,Expense,117,Bkash,Groceries 
04-10-2024,Income,359,Nagad,Rent 
08-11-2024,Expense,502,Bkash,Transfer 
20-09-2024,Expense,847,Credit Card,Shopping 
16-03-2024,Income,699,Credit Card,Groceries 
06-05-2023,Income,645,Bkash,Groceries 
13-12-2024,Expense,898,Bkash,Groceries 
11-08-2024,Expense,955,Credit Card,Rent 
02-04-2024,Expense,248,Nagad,Transfer 
26-05-2023,Income,429,Credit Card,Salary 
19-08-2024,Income,704,Credit Card,Shopping 
07-01-2023,Expense,547,Credit Card,Rent 
28-12-2024,Expense,596,Credit Card,Groceries 
04-06-2024,Expense,964,Credit Card,Salary 
26-04-2023,Expense,150,Cash,Shopping 
25-06-2024,Expense,690,Cash,Rent 
26-04-2024,Expense,597,Credit Card,Transfer 
03-09-2024,Income,254,Credit Card,Shopping 
20-02-2024,Expense,163,Bkash,Shopping 
14-07-2023,Expense,438,Credit Card,Shopping 
06-07-2024,Income,526,Credit Card,Groceries 
15-04-2023,Income,775,Credit Card,Transfer 
13-06-2024,Expense,943,Credit Card,Rent 
20-12-2023,Income,266,Nagad,Groceries 
21-04-2023,Income,156,Bkash,Groceries 
24-12-2024,Income,383,Cash,Shopping 
16-10-2024,Expense,477,Cash,Transfer 
05-01-2023,Income,150,Bkash,Salary 
01-08-2024,Income,465,Cash,Salary 
23-05-2023,Expense,149,Cash,Rent 
01-09-2023,Expense,846,Bkash,Groceries 
22-01-2024,Expense,906,Nagad,Shopping 
28-11-2023,Income,160,Bkash,Shopping 
22-12-2023,Income,350,Nagad,Rent 
18-06-2023,Expense,1000,Credit Card,Groceries 
15-04-2023,Expense,117,Bkash,Salary 
14-12-2024,Income,347,Credit Card,Transfer 
27-03-2024,Income,798,Bkash,Groceries 
14-04-2024,Income,744,Bkash,Shopping 
26-05-2023,Income,158,Credit Card,Transfer 
06-07-2024,Income,725,Credit Card,Groceries 
17-07-2023,Income,656,Cash,Rent 
11-12-2023,Expense,609,Cash,Rent 
19-09-2023,Expense,884,Nagad,Transfer 
08-09-2024,Income,417,Nagad,Groceries 
22-11-2023,Income,126,Cash,Salary 
09-05-2023,Expense,252,Cash,Rent 
20-02-2024,Expense,648,Bkash,Groceries 
23-11-2024,Income,301,Cash,Salary 
26-05-2024,Expense,636,Bkash,Rent 
03-11-2023,Income,905,Nagad,Salary 
04-04-2024,Expense,649,Cash,Rent 
20-02-2024,Income,298,Bkash,Transfer 
26-10-2023,Income,344,Bkash,Salary 
03-03-2023,Expense,840,Nagad,Groceries 
08-10-2023,Expense,518,Bkash,Shopping 
23-02-2023,Income,891,Bkash,Rent 
05-12-2023,Expense,796,Cash,Shopping 
11-12-2023,Expense,918,Bkash,Rent 
06-06-2024,Income,608,Nagad,Transfer 
15-04-2024,Income,802,Bkash,Rent 
16-07-2024,Expense,367,Credit Card,Groceries 
23-08-2024,Income,344,Nagad,Rent 
21-05-2024,Income,320,Bkash,Rent 
28-12-2023,Expense,671,Bkash,Transfer 
14-03-2023,Expense,874,Nagad,Shopping 
15-11-2024,Income,615,Cash,Shopping 
26-08-2024,Income,501,Cash,Shopping 
13-06-2024,Expense,937,Nagad,Transfer 
08-02-2024,Income,640,Bkash,Groceries 
05-01-2024,Expense,571,Cash,Salary 
09-10-2023,Income,785,Cash,Groceries 
12-06-2023,Expense,500,Bkash,Groceries 
15-01-2024,Income,329,Cash,Shopping 
13-04-2024,Expense,915,Bkash,Rent 
21-09-2024,Income,362,Bkash,Salary 
19-07-2024,Expense,973,Credit Card,Shopping 
18-01-2023,Expense,816,Bkash,Groceries 
08-01-2023,Income,678,Bkash,Salary 
03-07-2024,Expense,533,Credit Card,Shopping 
10-06-2024,Expense,436,Credit Card,Transfer 
07-06-2023,Income,170,Bkash,Rent 
26-05-2024,Income,654,Nagad,Transfer 
09-03-2024,Expense,862,Credit Card,Transfer 
28-10-2024,Expense,133,Credit Card,Groceries 
20-02-2023,Expense,915,Cash,Shopping 
04-12-2024,Expense,951,Bkash,Shopping 
06-04-2024,Expense,661,Credit Card,Groceries 
12-10-2023,Expense,480,Nagad,Rent 
25-07-2023,Income,101,Bkash,Shopping 
09-05-2023,Expense,391,Nagad,Rent 
16-05-2024,Expense,335,Nagad,Groceries 
10-06-2024,Income,726,Nagad,Groceries 
26-04-2023,Expense,944,Nagad,Rent 
13-08-2024,Income,923,Nagad,Transfer 
13-01-2024,Expense,446,Bkash,Salary 
14-01-2023,Income,915,Nagad,Transfer 
13-09-2023,Expense,692,Cash,Shopping 
23-08-2023,Income,689,Nagad,Transfer 
16-03-2024,Expense,583,Credit Card,Rent 
17-06-2024,Expense,379,Cash,Groceries 
05-12-2024,Income,663,Nagad,Groceries 
02-03-2023,Income,992,Nagad,Groceries 
04-11-2024,Expense,350,Credit Card,Salary 
15-05-2023,Income,555,Credit Card,Transfer 
02-02-2023,Expense,586,Credit Card,Rent 
03-06-2023,Expense,358,Credit Card,Rent 
14-02-2023,Expense,178,Nagad,Groceries 
05-08-2023,Income,182,Bkash,Groceries 
25-12-2023,Income,493,Bkash,Rent 
04-08-2023,Expense,891,Bkash,Groceries 
15-09-2023,Income,426,Cash,Rent 
08-02-2024,Expense,848,Cash,Transfer 
06-09-2023,Income,852,Nagad,Transfer 
15-04-2024,Expense,315,Bkash,Groceries 
